source,target,source_id_lab,target_id_lab,weight,weight_recs,weight_tfidf
11,28,UBERON:0002115 Jejunum,ASCTB-TEMP:muc1-enterocyte,1,1,0.001199321
11,29,UBERON:0002115 Jejunum,ASCTB-TEMP:nerve,1,1,0.025256008
11,30,UBERON:0002115 Jejunum,ASCTB-TEMP:neuroendocrine,1,1,0.004614145
11,31,UBERON:0002115 Jejunum,ASCTB-TEMP:neutrophil,1,1,0.00618152
11,32,UBERON:0002115 Jejunum,ASCTB-TEMP:nk,1,1,0.002147805
11,33,UBERON:0002115 Jejunum,ASCTB-TEMP:paneth,1,1,0.030813629
11,34,UBERON:0002115 Jejunum,ASCTB-TEMP:plasma,1,1,0.026151718
11,35,UBERON:0002115 Jejunum,ASCTB-TEMP:smooth-muscle,1,1,0.085388102
11,36,UBERON:0002115 Jejunum,ASCTB-TEMP:stroma,1,1,0.059780107
11,37,UBERON:0002115 Jejunum,ASCTB-TEMP:ta,1,1,0.021433127
12,13,UBERON:0002116 Ileum,ASCTB-TEMP:b,1,1,0.002583919
12,14,UBERON:0002116 Ileum,ASCTB-TEMP:cd4-t-cell,1,1,0.030737539
12,15,UBERON:0002116 Ileum,ASCTB-TEMP:cd57-enterocyte,1,1,3.17045E-05
12,16,UBERON:0002116 Ileum,ASCTB-TEMP:cd66-enterocyte,1,1,0.002758294
12,17,UBERON:0002116 Ileum,ASCTB-TEMP:cd7-immune,1,1,0.001204772
12,18,UBERON:0002116 Ileum,ASCTB-TEMP:cd8-t,1,1,0.051313777
12,19,UBERON:0002116 Ileum,ASCTB-TEMP:cycling-ta,1,1,0.032481288
12,20,UBERON:0002116 Ileum,ASCTB-TEMP:dc,1,1,0.007054257
12,21,UBERON:0002116 Ileum,ASCTB-TEMP:endothelial,1,1,0.063694395
12,22,UBERON:0002116 Ileum,ASCTB-TEMP:enterocyte,1,1,0.215076735
12,23,UBERON:0002116 Ileum,ASCTB-TEMP:goblet,1,1,0.044433895
12,24,UBERON:0002116 Ileum,ASCTB-TEMP:icc,1,1,0.006409574
12,25,UBERON:0002116 Ileum,ASCTB-TEMP:lymphatic,1,1,0.040740318
12,26,UBERON:0002116 Ileum,ASCTB-TEMP:m1-macrophage,1,1,0.000951136
12,27,UBERON:0002116 Ileum,ASCTB-TEMP:m2-macrophage,1,1,0.053961105
12,28,UBERON:0002116 Ileum,ASCTB-TEMP:muc1-enterocyte,1,1,0.000966988
12,29,UBERON:0002116 Ileum,ASCTB-TEMP:nerve,1,1,0.027963393
12,30,UBERON:0002116 Ileum,ASCTB-TEMP:neuroendocrine,1,1,0.005151986
12,31,UBERON:0002116 Ileum,ASCTB-TEMP:neutrophil,1,1,0.002821703
12,32,UBERON:0002116 Ileum,ASCTB-TEMP:nk,1,1,0.001014545
12,33,UBERON:0002116 Ileum,ASCTB-TEMP:paneth,1,1,0.027697651
12,34,UBERON:0002116 Ileum,ASCTB-TEMP:plasma,1,1,0.021844419
12,35,UBERON:0002116 Ileum,ASCTB-TEMP:smooth-muscle,1,1,0.138358557
12,36,UBERON:0002116 Ileum,ASCTB-TEMP:stroma,1,1,0.104260338
12,37,UBERON:0002116 Ileum,ASCTB-TEMP:ta,1,1,0.024171904
