organ,source,target,sum_extraction_sites_number
3d-vh-f-eye-r,VH_F_retina_R,VH_F_vitreous_humor_R,0
3d-vh-m-ureter-l,VH_M_major_calyx_L_a,VH_M_minor_calyx_L_a,0
3d-vh-f-eye-r,VH_F_ciliary_muscle_R,VH_F_sclera_R,0
3d-vh-f-eye-r,VH_F_ciliary_processes_R,VH_F_vitreous_humor_R,0
3d-vh-f-eye-r,VH_F_optic_choroid_R,VH_F_ora_serrata_of_retina_R,0
3d-vh-f-eye-r,VH_F_aqueous_humor_R,VH_F_ciliary_muscle_R,0
3d-vh-f-eye-r,VH_F_macula_lutea_R,VH_F_vitreous_humor_R,0
3d-vh-f-eye-r,VH_F_ora_serrata_of_retina_R,VH_F_retina_R,0
3d-vh-m-larynx,VH_M_arytenoid_cartilage_L,VH_M_cricoid_cartilage,0
3d-vh-m-larynx,VH_M_cricoid_cartilage,VH_M_thyroid_cartilage,0
3d-vh-m-larynx,VH_M_arytenoid_cartilage_R,VH_M_cricoid_cartilage,0
3d-vh-m-larynx,VH_M_arytenoid_cartilage_L,VH_M_corniculate_cartilage_L,0
3d-vh-m-ureter-l,VH_M_minor_calyx_L_h,VH_M_minor_calyx_L_i,0
3d-vh-m-ureter-l,VH_M_major_calyx_L_a,VH_M_minor_calyx_L_d,0
3d-vh-m-blood-vasculature,VH_M_right_colic_vein,VH_M_superior_mesenteric_vein,0
3d-vh-f-eye-r,VH_F_aqueous_humor_R,VH_F_ciliary_body_R,0
3d-vh-m-blood-vasculature,VH_M_hepatic_portal_vein,VH_M_portal_vein,0
3d-vh-m-blood-vasculature,VH_M_hepatic_portal_vein,VH_M_left_hepatic_artery,0
3d-vh-m-blood-vasculature,VH_M_central_retinal_vein_L,VH_M_opthalmic_artery_L,0
3d-vh-m-blood-vasculature,VH_M_inferior_mesenteric_vein,VH_M_sigmoid_vein,0
3d-vh-m-blood-vasculature,VH_M_inferior_pancreaticoduodenal_vein,VH_M_superior_mesenteric_vein,0
3d-vh-m-blood-vasculature,VH_M_pulmonary_artery_L,VH_M_pulmonary_vein_L_sup,0
3d-vh-m-blood-vasculature,VH_M_descending_aorta_b,VH_M_inferior_vena_cava_b,0
3d-vh-m-blood-vasculature,VH_M_left_branch_of_portal_vein,VH_M_portal_vein,0
3d-vh-f-eye-r,VH_F_optic_choroid_R,VH_F_suspensory_ligament_of_lens_R,0
3d-vh-f-eye-r,VH_F_fovea_R,VH_F_macula_lutea_R,0
3d-vh-m-blood-vasculature,VH_M_right_colic_artery,VH_M_superior_mesenteric_artery,0
3d-vh-m-ureter-l,VH_M_major_calyx_L_c,VH_M_minor_calyx_L_h,0
3d-vh-f-eye-r,VH_F_ciliary_muscle_R,VH_F_optic_choroid_R,0
3d-vh-m-blood-vasculature,VH_M_ileocolic_artery,VH_M_right_colic_artery,0
3d-vh-m-blood-vasculature,VH_M_descending_aorta_a,VH_M_descending_aorta_b,0
3d-vh-m-blood-vasculature,VH_M_left_branch_of_portal_vein,VH_M_left_hepatic_artery,0
3d-vh-m-ureter-l,VH_M_major_calyx_L_b,VH_M_renal_pelvis_L,0
3d-vh-m-ureter-l,VH_M_major_calyx_L_a,VH_M_minor_calyx_L_c,0
3d-vh-m-ureter-l,VH_M_minor_calyx_L_b,VH_M_minor_calyx_L_d,0
3d-vh-m-ureter-l,VH_M_major_calyx_L_b,VH_M_minor_calyx_L_f,0
3d-vh-m-ureter-l,VH_M_major_calyx_L_a,VH_M_renal_pelvis_L,0
3d-vh-m-ureter-l,VH_M_major_calyx_L_a,VH_M_minor_calyx_L_b,0
3d-vh-f-spinal-cord,VH_F_eigth_thoracic_spinal_cord_segment,VH_F_seventh_thoracic_spinal_cord_segment,0
3d-vh-f-spinal-cord,VH_F_second_lumbar_spinal_cord_segment,VH_F_third_lumbar_spinal_cord_segment,0
3d-vh-f-spinal-cord,VH_F_fifth_thoracic_spinal_cord_segment,VH_F_sixth_thoracic_spinal_cord_segment,0
3d-vh-f-eye-r,VH_F_ciliary_body_R,VH_F_ciliary_muscle_R,0
3d-vh-f-spinal-cord,VH_F_eleventh_thoracic_spinal_cord_segment,VH_F_twelfth_thoracic_spinal_cord_segment,0
3d-vh-f-spinal-cord,VH_F_second_sacral_spinal_cord_segment,VH_F_third_sacral_spinal_cord_segment,0
3d-vh-f-spinal-cord,VH_F_fourth_lumbar_spinal_cord_segment,VH_F_third_lumbar_spinal_cord_segment,0
3d-vh-m-trachea,VH_M_carina,VH_M_trachea,0
3d-vh-m-trachea,VH_M_trachea,VH_M_tracheal_cartilage,0
3d-vh-f-eye-r,VH_F_aqueous_humor_R,VH_F_schlemms_canal_R,0
3d-vh-f-eye-r,VH_F_fovea_R,VH_F_vitreous_humor_R,0
3d-vh-f-eye-r,VH_F_ora_serrata_of_retina_R,VH_F_vitreous_humor_R,0
3d-vh-f-eye-r,VH_F_optic_choroid_R,VH_F_sclera_R,0
3d-vh-f-eye-r,VH_F_iris_R,VH_F_trabecular_meshwork_R,0
3d-vh-f-eye-r,VH_F_ciliary_body_R,VH_F_optic_choroid_R,0
3d-vh-f-spinal-cord,VH_F_C5_segment_of_cervical_spinal_cord,VH_F_C6_segment_of_cervical_spinal_cord,0
3d-vh-f-eye-r,VH_F_ciliary_muscle_R,VH_F_suspensory_ligament_of_lens_R,0
3d-vh-f-eye-r,VH_F_lens_R,VH_F_pupil_R,0
3d-vh-f-eye-r,VH_F_ciliary_muscle_R,VH_F_ciliary_processes_R,0
3d-vh-f-eye-r,VH_F_retina_R,VH_F_sclera_R,0
3d-vh-f-eye-r,VH_F_corneo_scleral_junction_R,VH_F_sclera_R,0
3d-vh-f-eye-r,VH_F_ciliary_muscle_R,VH_F_ora_serrata_of_retina_R,0
3d-vh-f-eye-r,VH_F_cornea_R,VH_F_sclera_R,0
3d-vh-f-eye-r,VH_F_aqueous_humor_R,VH_F_pupil_R,0
3d-vh-f-eye-r,VH_F_lens_R,VH_F_suspensory_ligament_of_lens_R,0
3d-vh-f-eye-r,VH_F_schlemms_canal_R,VH_F_trabecular_meshwork_R,0
3d-vh-f-spinal-cord,VH_F_fifth_thoracic_spinal_cord_segment,VH_F_fourth_thoracic_spinal_cord_segment,0
3d-vh-f-eye-r,VH_F_ciliary_body_R,VH_F_iris_R,0
3d-vh-f-spinal-cord,VH_F_first_lumbar_spinal_cord_segment,VH_F_twelfth_thoracic_spinal_cord_segment,0
3d-vh-f-spinal-cord,VH_F_first_sacral_spinal_cord_segment,VH_F_second_sacral_spinal_cord_segment,0
3d-vh-f-spinal-cord,VH_F_fourth_sacral_spinal_cord_segment,VH_F_third_sacral_spinal_cord_segment,0
3d-vh-f-spinal-cord,VH_F_C1_segment_of_cervical_spinal_cord,VH_F_C2_segment_of_cervical_spinal_cord,0
3d-vh-f-spinal-cord,VH_F_fifth_lumbar_spinal_cord_segment,VH_F_first_sacral_spinal_cord_segment,0
3d-vh-f-spinal-cord,VH_F_C7_segment_of_cervical_spinal_cord,VH_F_C8_segment_of_cervical_spinal_cord,0
3d-vh-f-spinal-cord,VH_F_seventh_thoracic_spinal_cord_segment,VH_F_sixth_thoracic_spinal_cord_segment,0
3d-vh-f-spinal-cord,VH_F_first_lumbar_spinal_cord_segment,VH_F_second_lumbar_spinal_cord_segment,0
3d-vh-f-spinal-cord,VH_F_ninth_thoracic_spinal_cord_segment,VH_F_tenth_thoracic_spinal_cord_segment,0
3d-vh-f-spinal-cord,VH_F_C3_segment_of_cervical_spinal_cord,VH_F_C4_segment_of_cervical_spinal_cord,0
3d-vh-f-spinal-cord,VH_F_C6_segment_of_cervical_spinal_cord,VH_F_C7_segment_of_cervical_spinal_cord,0
3d-vh-f-spinal-cord,VH_F_fourth_thoracic_spinal_cord_segment,VH_F_third_thoracic_spinal_cord_segment,0
3d-vh-f-spinal-cord,VH_F_C2_segment_of_cervical_spinal_cord,VH_F_C3_segment_of_cervical_spinal_cord,0
3d-vh-f-spinal-cord,VH_F_eleventh_thoracic_spinal_cord_segment,VH_F_tenth_thoracic_spinal_cord_segment,0
3d-vh-f-spinal-cord,VH_F_C4_segment_of_cervical_spinal_cord,VH_F_C5_segment_of_cervical_spinal_cord,0
3d-vh-f-spinal-cord,VH_F_C8_segment_of_cervical_spinal_cord,VH_F_first_thoracic_spinal_cord_segment,0
3d-vh-f-eye-r,VH_F_bulbar_conjunctiva_R,VH_F_sclera_R,0
3d-vh-f-spinal-cord,VH_F_first_thoracic_spinal_cord_segment,VH_F_second_thoracic_spinal_cord_segment,0
3d-vh-f-spinal-cord,VH_F_second_thoracic_spinal_cord_segment,VH_F_third_thoracic_spinal_cord_segment,0
3d-vh-f-eye-r,VH_F_cornea_R,VH_F_corneo_scleral_junction_R,0
3d-vh-f-eye-r,VH_F_ciliary_body_R,VH_F_vitreous_humor_R,0
3d-vh-f-spinal-cord,VH_F_fifth_lumbar_spinal_cord_segment,VH_F_fourth_lumbar_spinal_cord_segment,0
3d-vh-f-spinal-cord,VH_F_eigth_thoracic_spinal_cord_segment,VH_F_ninth_thoracic_spinal_cord_segment,0
3d-vh-m-blood-vasculature,VH_M_central_retinal_vein_R,VH_M_superior_ophthalmic_vein_R,0
3d-vh-m-blood-vasculature,VH_M_coronary_sinus,VH_M_small_cardiac_vein,0
3d-vh-m-blood-vasculature,VH_M_inferior_vena_cava_a,VH_M_middle_hepatic_vein,0
3d-vh-m-blood-vasculature,VH_M_left_hepatic_artery,VH_M_middle_hepatic_artery_branch_of_left_hepatic_artery,0
3d-vh-m-blood-vasculature,VH_M_brachiocephalic_artery_a,VH_M_brachiocephalic_artery_b,0
3d-vh-m-blood-vasculature,VH_M_posterior_segmental_right_hepatic_artery,VH_M_right_branch_of_portal_vein,0
3d-vh-m-blood-vasculature,VH_M_marginal_artery_of_Drummond,VH_M_sigmoid_artery_c,0
3d-vh-m-blood-vasculature,VH_M_diagonal_branch_of_left_anterior_descending_artery,VH_M_left_marginal_branch,0
3d-vh-m-blood-vasculature,VH_M_coronary_sinus,VH_M_middle_cardiac_vein,0
3d-vh-m-blood-vasculature,VH_M_central_retinal_artery_R,VH_M_long_posterior_ciliary_artery_R,0
3d-vh-m-blood-vasculature,VH_M_right_colic_artery,VH_M_right_colic_vein,0
3d-vh-m-blood-vasculature,VH_M_internal_iliac_vein_R,VH_M_internal_pudendal_vein_R,0
3d-vh-m-blood-vasculature,VH_M_common_hepatic_artery,VH_M_portal_vein,0
3d-vh-m-blood-vasculature,VH_M_common_hepatic_artery,VH_M_proper_hepatic_artery,0
3d-vh-m-blood-vasculature,VH_M_ileocolic_vein,VH_M_superior_mesenteric_vein,0
3d-vh-f-eye-r,VH_F_optic_disc_R,VH_F_retina_R,0
3d-vh-m-blood-vasculature,VH_M_left_colic_artery,VH_M_marginal_artery_of_Drummond,0
3d-vh-m-blood-vasculature,VH_M_coronary_sinus,VH_M_diagonal_branch_of_left_anterior_descending_artery,0
3d-vh-m-blood-vasculature,VH_M_inferior_mesenteric_vein,VH_M_left_colic_vein,0
3d-vh-m-blood-vasculature,VH_M_middle_colic_artery,VH_M_superior_mesenteric_artery,0
3d-vh-m-blood-vasculature,VH_M_aortic_arch,VH_M_left_common_carotid_artery_a,0
3d-vh-m-blood-vasculature,VH_M_anterior_segmental_right_hepatic_artery,VH_M_posterior_segmental_right_hepatic_artery,0
3d-vh-m-blood-vasculature,VH_M_aortic_arch,VH_M_ascending_aorta,0
3d-vh-m-blood-vasculature,VH_M_ophthalmic_vein_L,VH_M_superior_ophthalmic_vein_L,0
3d-vh-m-blood-vasculature,VH_M_common_iliac_vein_R,VH_M_internal_iliac_vein_R,0
3d-vh-m-blood-vasculature,VH_M_hepatic_portal_vein,VH_M_left_branch_of_portal_vein,0
3d-vh-f-eye-r,VH_F_ciliary_muscle_R,VH_F_iris_R,0
3d-vh-m-blood-vasculature,VH_M_inferior_mesenteric_vein,VH_M_superior_rectal_vein,0
3d-vh-m-blood-vasculature,VH_M_inferior_mesenteric_artery,VH_M_sigmoid_artery_a,0
3d-vh-m-blood-vasculature,VH_M_common_iliac_vein_L,VH_M_superior_rectal_vein,0
3d-vh-m-blood-vasculature,VH_M_central_retinal_artery_L,VH_M_central_retinal_vein_L,0
3d-vh-m-blood-vasculature,VH_M_right_coronary_artery,VH_M_small_cardiac_vein,0
3d-vh-m-blood-vasculature,VH_M_inferior_rectal_vein_R,VH_M_internal_pudendal_vein_R,0
3d-vh-m-blood-vasculature,VH_M_inferior_vena_cava_b,VH_M_renal_vein_R,0
3d-vh-m-blood-vasculature,VH_M_inferior_vena_cava_a,VH_M_right_hepatic_vein,0
3d-vh-m-blood-vasculature,VH_M_pulmonary_artery_L,VH_M_pulmonary_trunk,0
3d-vh-m-blood-vasculature,VH_M_coronary_sinus,VH_M_great_cardiac_vein,0
3d-vh-m-blood-vasculature,VH_M_portal_vein,VH_M_right_branch_of_portal_vein,0
3d-vh-m-blood-vasculature,VH_M_common_hepatic_artery,VH_M_hepatic_portal_vein,0
3d-vh-m-blood-vasculature,VH_M_hepatic_portal_vein,VH_M_splenic_vein,0
3d-vh-m-eye-l,VH_M_corneo_scleral_junction_L,VH_M_sclera_L,0
3d-vh-f-eye-r,VH_F_ciliary_muscle_R,VH_F_trabecular_meshwork_R,0
3d-vh-m-eye-l,VH_M_ciliary_processes_L,VH_M_suspensory_ligament_of_lens_L,0
3d-vh-m-eye-l,VH_M_aqueous_humor_L,VH_M_ciliary_muscle_L,0
3d-vh-m-blood-vasculature,VH_M_ascending_aorta,VH_M_pulmonary_trunk,0
3d-vh-m-blood-vasculature,VH_M_coronary_sinus,VH_M_posterior_vein_of_left_ventricle,0
3d-vh-m-blood-vasculature,VH_M_inferior_mesenteric_artery,VH_M_left_colic_artery,0
3d-vh-m-eye-l,VH_M_optic_choroid_L,VH_M_sclera_L,0
3d-vh-m-eye-l,VH_M_ciliary_muscle_L,VH_M_ciliary_processes_L,0
3d-vh-m-blood-vasculature,VH_M_celiac_trunk,VH_M_common_hepatic_artery,0
3d-vh-m-eye-l,VH_M_aqueous_humor_L,VH_M_trabecular_meshwork_L,0
3d-vh-m-eye-l,VH_M_optic_disc_L,VH_M_retina_L,0
3d-vh-m-blood-vasculature,VH_M_portal_vein,VH_M_splenic_vein,0
3d-vh-m-blood-vasculature,VH_M_hepatic_portal_vein,VH_M_superior_mesenteric_vein,0
3d-vh-m-blood-vasculature,VH_M_inferior_rectal_vein_L,VH_M_internal_pudendal_vein_L,0
3d-vh-f-eye-r,VH_F_lens_R,VH_F_vitreous_humor_R,0
3d-vh-f-eye-r,VH_F_aqueous_humor_R,VH_F_cornea_R,0
3d-vh-f-eye-r,VH_F_aqueous_humor_R,VH_F_iris_R,0
3d-vh-m-blood-vasculature,VH_M_central_retinal_vein_R,VH_M_opthalmic_artery_R,0
3d-vh-m-blood-vasculature,VH_M_celiac_trunk,VH_M_splenic_artery,0
3d-vh-m-blood-vasculature,VH_M_hepatic_portal_vein,VH_M_right_hepatic_artery,0
3d-vh-m-blood-vasculature,VH_M_ileocolic_artery,VH_M_superior_mesenteric_artery,0
3d-vh-m-blood-vasculature,VH_M_common_iliac_vein_L,VH_M_sigmoid_artery_a,0
3d-vh-m-blood-vasculature,VH_M_left_subclavian_artery_a,VH_M_left_subclavian_artery_b,0
3d-vh-m-blood-vasculature,VH_M_left_anterior_descending_artery,VH_M_left_coronary_artery,0
3d-vh-m-blood-vasculature,VH_M_inferior_mesenteric_vein,VH_M_splenic_vein,0
3d-vh-f-eye-r,VH_F_optic_choroid_R,VH_F_retina_R,0
3d-vh-m-blood-vasculature,VH_M_hepatic_portal_vein,VH_M_proper_hepatic_artery,0
3d-vh-f-eye-r,VH_F_aqueous_humor_R,VH_F_lens_R,0
3d-vh-f-eye-r,VH_F_ciliary_body_R,VH_F_retina_R,0
3d-vh-f-eye-r,VH_F_ciliary_body_R,VH_F_suspensory_ligament_of_lens_R,0
3d-vh-m-blood-vasculature,VH_M_aortic_arch,VH_M_brachiocephalic_artery_a,0
3d-vh-f-eye-r,VH_F_ciliary_body_R,VH_F_ciliary_processes_R,0
3d-vh-m-blood-vasculature,VH_M_inferior_mesenteric_vein,VH_M_sigmoid_artery_c,0
3d-vh-m-blood-vasculature,VH_M_portal_vein,VH_M_superior_mesenteric_vein,0
3d-vh-m-blood-vasculature,VH_M_cystic_vein,VH_M_right_branch_of_portal_vein,0
3d-vh-m-blood-vasculature,VH_M_diagonal_branch_of_left_anterior_descending_artery,VH_M_left_coronary_artery,0
3d-vh-m-blood-vasculature,VH_M_portal_vein,VH_M_proper_hepatic_artery,0
3d-vh-f-eye-r,VH_F_suspensory_ligament_of_lens_R,VH_F_vitreous_humor_R,0
3d-vh-f-eye-r,VH_F_sclera_R,VH_F_trabecular_meshwork_R,0
3d-vh-f-eye-r,VH_F_aqueous_humor_R,VH_F_trabecular_meshwork_R,0
3d-vh-f-eye-r,VH_F_iris_R,VH_F_lens_R,0
3d-vh-m-blood-vasculature,VH_M_descending_aorta_b,VH_M_inferior_mesenteric_artery,0
3d-vh-m-blood-vasculature,VH_M_cystic_vein,VH_M_portal_vein,0
3d-vh-m-blood-vasculature,VH_M_central_retinal_artery_R,VH_M_central_retinal_vein_R,0
3d-vh-m-blood-vasculature,VH_M_internal_iliac_vein_R,VH_M_middle_rectal_vein_R,0
3d-vh-m-blood-vasculature,VH_M_right_coronary_artery,VH_M_right_marginal_artery,0
3d-vh-m-blood-vasculature,VH_M_descending_aorta_b,VH_M_left_renal_artery,0
3d-vh-m-blood-vasculature,VH_M_middle_colic_artery,VH_M_right_colic_artery,0
3d-vh-m-blood-vasculature,VH_M_common_iliac_vein_R,VH_M_inferior_vena_cava_b,0
3d-vh-m-blood-vasculature,VH_M_ophthalmic_vein_R,VH_M_superior_ophthalmic_vein_R,0
3d-vh-m-blood-vasculature,VH_M_sigmoid_artery_b,VH_M_sigmoid_artery_c,0
3d-vh-m-blood-vasculature,VH_M_aortic_arch,VH_M_pulmonary_artery_R,0
3d-vh-m-blood-vasculature,VH_M_internal_iliac_vein_L,VH_M_internal_pudendal_vein_L,0
3d-vh-m-blood-vasculature,VH_M_superior_mesenteric_artery,VH_M_superior_mesenteric_vein,0
3d-vh-m-blood-vasculature,VH_M_ascending_aorta,VH_M_pulmonary_artery_R,0
3d-vh-m-blood-vasculature,VH_M_inferior_vena_cava_a,VH_M_inferior_vena_cava_b,0
3d-vh-m-blood-vasculature,VH_M_right_coronary_artery,VH_M_right_posterior_descending_artery,0
3d-vh-m-blood-vasculature,VH_M_ileocolic_vein,VH_M_right_colic_vein,0
3d-vh-m-blood-vasculature,VH_M_proper_hepatic_artery,VH_M_right_hepatic_artery,0
3d-vh-m-blood-vasculature,VH_M_common_iliac_vein_L,VH_M_inferior_vena_cava_b,0
3d-vh-f-eye-r,VH_F_macula_lutea_R,VH_F_retina_R,0
3d-vh-f-eye-r,VH_F_ciliary_processes_R,VH_F_suspensory_ligament_of_lens_R,0
3d-vh-m-ureter-l,VH_M_minor_calyx_L_g,VH_M_minor_calyx_L_h,0
3d-vh-f-knee-l,VH_F_articular_cartilage_of_knee_L,VH_F_lateral_condyle_of_femur_sup_L,0
3d-vh-f-lung,VH_F_right_lateral_basal_bronchopulmonary_segment,VH_F_right_medial_basal_bronchopulmonary_segment,0
3d-vh-m-lung,VH_M_left_anterior_basal_bronchus,VH_M_left_inferior_lobar_bronchus,0
3d-vh-m-lung,VH_M_right_lateral_basal_bronchopulmonary_segment,VH_M_right_medial_basal_bronchopulmonary_segment,0
3d-vh-m-lung,VH_M_hilum_R,VH_M_right_intermediate_bronchus,0
3d-vh-m-lung,VH_M_hilum_R,VH_M_hilum_lower_R,0
3d-vh-m-lung,VH_M_right_intermediate_bronchus,VH_M_right_superior_lobar_bronchus,0
3d-vh-m-lung,VH_M_right_medial_basal_bronchopulmonary_segment,VH_M_right_posterior_basal_bronchopulmonary_segment,0
3d-vh-m-lung,VH_M_hilum_lower_L,VH_M_left_superior_bronchus,0
3d-vh-m-lung,VH_M_hilum_lower_R,VH_M_hilum_upper_R,0
3d-vh-m-lung,VH_M_hilum_lower_R,VH_M_right_medial_basal_bronchus,0
3d-vh-m-lung,VH_M_hilum_middle_R,VH_M_right_posterior_bronchopulmonary_segment,0
3d-vh-m-lung,VH_M_right_lateral_basal_bronchopulmonary_segment,VH_M_right_posterior_basal_bronchopulmonary_segment,0
3d-vh-m-lung,VH_M_hilum_upper_R,VH_M_right_posterior_bronchus,0
3d-vh-m-lung,VH_M_hilum_upper_R,VH_M_right_posterior_bronchopulmonary_segment,0
3d-vh-m-lung,VH_M_right_posterior_bronchopulmonary_segment,VH_M_right_superior_bronchopulmonary_segment,0
3d-vh-m-lung,VH_M_right_anterior_bronchus,VH_M_right_superior_lobar_bronchus,0
3d-vh-m-lung,VH_M_hilum_L,VH_M_left_lingula_inferior_bronchopulmonary_segment,0
3d-vh-m-lung,VH_M_right_intermediate_bronchus,VH_M_right_superior_bronchopulmonary_segment,0
3d-vh-m-lung,VH_M_hilum_lower_R,VH_M_right_lower_lobar_bronchus,0
3d-vh-m-lung,VH_M_left_lingula_inferior_bronchopulmonary_segment,VH_M_left_lingula_superior_bronchopulmonary_segment,0
3d-vh-m-lung,VH_M_hilum_R,VH_M_right_medial_bronchus,0
3d-vh-m-eye-r,VH_M_ciliary_muscle_R,VH_M_ora_serrata_of_retina_R,0
3d-vh-m-lung,VH_M_left_lingula_inferior_bronchus,VH_M_left_lingular_bronchus,0
3d-vh-m-lung,VH_M_cartilage_of_the_lobar_bronchus_L,VH_M_left_inferior_lobar_bronchus,0
3d-vh-m-eye-r,VH_M_ciliary_body_R,VH_M_iris_R,0
3d-vh-m-lung,VH_M_hilum_R,VH_M_right_lower_lobar_bronchus,0
3d-vh-m-lung,VH_M_hilum_R,VH_M_right_medial_basal_bronchus,0
3d-vh-m-lung,VH_M_left_inferior_lobar_bronchus,VH_M_left_superior_lobar_bronchus,0
3d-vh-m-lung,VH_M_hilum_lower_R,VH_M_right_superior_bronchus,0
3d-vh-m-lung,VH_M_hilum_L,VH_M_left_lingular_bronchus,0
3d-vh-m-lung,VH_M_hilum_R,VH_M_right_anterior_bronchus,0
3d-vh-m-lung,VH_M_right_lateral_basal_bronchopulmonary_segment,VH_M_right_superior_bronchopulmonary_segment,0
3d-vh-m-lung,VH_M_hilum_L,VH_M_left_anterior_basal_bronchus,0
3d-vh-m-lung,VH_M_bronchus,VH_M_hilum_R,0
3d-vh-m-lung,VH_M_hilum_L,VH_M_left_superior_bronchopulmonary_segment,0
3d-vh-m-lung,VH_M_right_intermediate_bronchus,VH_M_right_middle_lobar_bronchus,0
3d-vh-m-lung,VH_M_cartilage_of_the_lobar_bronchus_R,VH_M_right_superior_bronchopulmonary_segment,0
3d-vh-m-lung,VH_M_hilum_lower_R,VH_M_right_posterior_basal_bronchopulmonary_segment,0
3d-vh-m-lung,VH_M_hilum_upper_L,VH_M_left_superior_lobar_bronchus,0
3d-vh-m-lung,VH_M_cartilage_of_the_lobar_bronchus_R,VH_M_right_superior_lobar_bronchus,0
3d-vh-m-lung,VH_M_hilum_upper_R,VH_M_right_superior_lobar_bronchus,0
3d-vh-m-lung,VH_M_hilum_L,VH_M_left_inferior_lobar_bronchus,0
3d-vh-m-lung,VH_M_cartilage_of_the_lobar_bronchus_R,VH_M_hilum_R,0
3d-vh-m-lung,VH_M_hilum_lower_L,VH_M_left_lingula_inferior_bronchopulmonary_segment,0
3d-vh-m-lung,VH_M_hilum_lower_R,VH_M_right_lateral_basal_bronchus,0
3d-vh-m-lung,VH_M_hilum_upper_R,VH_M_right_superior_bronchopulmonary_segment,0
3d-vh-m-eye-r,VH_M_lens_R,VH_M_suspensory_ligament_of_lens_R,0
3d-vh-m-eye-r,VH_M_aqueous_humor_R,VH_M_cornea_R,0
3d-vh-m-lung,VH_M_hilum_upper_L,VH_M_left_lingula_superior_bronchopulmonary_segment,0
3d-vh-m-eye-r,VH_M_bulbar_conjunctiva_R,VH_M_sclera_R,0
3d-vh-m-eye-r,VH_M_cornea_R,VH_M_corneo_scleral_junction_R,0
3d-vh-m-eye-r,VH_M_ciliary_body_R,VH_M_ora_serrata_of_retina_R,0
3d-vh-m-eye-r,VH_M_aqueous_humor_R,VH_M_ciliary_body_R,0
3d-vh-m-eye-r,VH_M_optic_choroid_R,VH_M_sclera_R,0
3d-vh-m-eye-r,VH_M_ciliary_body_R,VH_M_ciliary_processes_R,0
3d-vh-m-eye-r,VH_M_ciliary_muscle_R,VH_M_sclera_R,0
3d-vh-m-eye-r,VH_M_aqueous_humor_R,VH_M_iris_R,0
3d-vh-m-eye-r,VH_M_retina_R,VH_M_vitreous_humor_R,0
3d-vh-m-eye-r,VH_M_ora_serrata_of_retina_R,VH_M_vitreous_humor_R,0
3d-vh-m-eye-r,VH_M_ciliary_body_R,VH_M_suspensory_ligament_of_lens_R,0
3d-vh-m-eye-r,VH_M_ciliary_muscle_R,VH_M_iris_R,0
3d-vh-m-eye-r,VH_M_ciliary_body_R,VH_M_ciliary_muscle_R,0
3d-vh-m-eye-r,VH_M_lens_R,VH_M_vitreous_humor_R,0
3d-vh-m-eye-r,VH_M_macula_lutea_R,VH_M_retina_R,0
3d-vh-m-eye-r,VH_M_iris_R,VH_M_trabecular_meshwork_R,0
3d-vh-m-eye-r,VH_M_optic_choroid_R,VH_M_optic_disc_R,0
3d-vh-m-eye-r,VH_M_ciliary_body_R,VH_M_retina_R,0
3d-vh-m-eye-r,VH_M_lens_R,VH_M_pupil_R,0
3d-vh-m-eye-r,VH_M_iris_R,VH_M_lens_R,0
3d-vh-m-eye-r,VH_M_optic_choroid_R,VH_M_ora_serrata_of_retina_R,0
3d-vh-m-eye-r,VH_M_ciliary_body_R,VH_M_optic_choroid_R,0
3d-vh-m-eye-r,VH_M_cornea_R,VH_M_sclera_R,0
3d-vh-m-eye-r,VH_M_ciliary_muscle_R,VH_M_trabecular_meshwork_R,0
3d-vh-m-eye-r,VH_M_ciliary_processes_R,VH_M_vitreous_humor_R,0
3d-vh-m-eye-r,VH_M_optic_disc_R,VH_M_retina_R,0
3d-vh-m-eye-r,VH_M_ora_serrata_of_retina_R,VH_M_retina_R,0
3d-vh-m-eye-r,VH_M_optic_choroid_R,VH_M_suspensory_ligament_of_lens_R,0
3d-vh-m-eye-r,VH_M_fovea_R,VH_M_macula_lutea_R,0
3d-vh-m-eye-r,VH_M_ciliary_muscle_R,VH_M_ciliary_processes_R,0
3d-vh-m-eye-r,VH_M_ciliary_muscle_R,VH_M_suspensory_ligament_of_lens_R,0
3d-vh-m-eye-r,VH_M_corneo_scleral_junction_R,VH_M_sclera_R,0
3d-vh-m-eye-r,VH_M_aqueous_humor_R,VH_M_pupil_R,0
3d-vh-m-eye-r,VH_M_fovea_R,VH_M_vitreous_humor_R,0
3d-vh-m-eye-r,VH_M_aqueous_humor_R,VH_M_trabecular_meshwork_R,0
3d-vh-m-eye-r,VH_M_ciliary_body_R,VH_M_vitreous_humor_R,0
3d-vh-m-eye-r,VH_M_optic_choroid_R,VH_M_retina_R,0
3d-vh-m-eye-r,VH_M_schlemms_canal_R,VH_M_trabecular_meshwork_R,0
3d-vh-m-eye-r,VH_M_sclera_R,VH_M_trabecular_meshwork_R,0
3d-vh-m-eye-r,VH_M_aqueous_humor_R,VH_M_lens_R,0
3d-vh-m-eye-r,VH_M_aqueous_humor_R,VH_M_ciliary_muscle_R,0
3d-vh-m-eye-r,VH_M_retina_R,VH_M_sclera_R,0
3d-vh-m-eye-r,VH_M_ciliary_processes_R,VH_M_suspensory_ligament_of_lens_R,0
3d-vh-m-eye-r,VH_M_macula_lutea_R,VH_M_vitreous_humor_R,0
