gene_label,ct_label,as_label,as,ct,gene,source,avg_mean_gene_expr,cell_instance_count,dataset_count
OSMR,"CD8-positive, alpha-beta T cell",prostate gland,http://purl.obolibrary.org/obo/UBERON_0002367,http://purl.obolibrary.org/obo/CL_0000625,https://purl.org/ccf/ASCTB-TEMP_osmr,hrapop,2.520365616,3.0,1.0
OSMR,endothelial cell,heart,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000115,http://identifiers.org/hgnc/8507,hrapop,2.426407099,3.0,1.0
OSMR,fibroblast,small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.obolibrary.org/obo/CL_0000057,https://purl.org/ccf/ASCTB-TEMP_osmr,hrapop,2.315735096,91.0,2.0
OSMR,endothelial cell of venule,heart,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_1000414,http://identifiers.org/hgnc/8507,hrapop,2.144737959,8.0,1.0
OSMR,mesothelial fibroblast,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_4023054,http://identifiers.org/hgnc/8507,hrapop,2.08445549,2.0,1.0
OSMR,fibroblast,Descending part of duodenum,http://purl.org/sig/ont/fma/fma14928,http://purl.obolibrary.org/obo/CL_0000057,https://purl.org/ccf/ASCTB-TEMP_osmr,hrapop,2.048822833,13.0,1.0
OSMR,mucus secreting cell of bronchus submucosal gland,Left posterior basal segmental bronchus,http://purl.org/sig/ont/fma/fma7508,http://purl.obolibrary.org/obo/CL_4033022,http://identifiers.org/hgnc/8507,hrapop,1.99048847,60.0,2.0
OSMR,mucus secreting cell of bronchus submucosal gland,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_4033022,http://identifiers.org/hgnc/8507,hrapop,1.99048847,60.0,2.0
OSMR,kidney interstitial fibroblast,kidney capsule,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/8507,hrapop,1.976124644,2.0,1.0
OSMR,kidney interstitial fibroblast,outer cortex of kidney,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/8507,hrapop,1.976124644,2.0,1.0
OSMR,kidney interstitial fibroblast,renal column,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/8507,hrapop,1.976124644,2.0,1.0
OSMR,kidney interstitial fibroblast,kidney pyramid,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/8507,hrapop,1.976124644,2.0,1.0
OSMR,kidney interstitial fibroblast,kidney,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/8507,hrapop,1.976124644,2.0,1.0
OSMR,pulmonary alveolar type 1 cell,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0002062,http://identifiers.org/hgnc/8507,hrapop,1.907200098,6.0,1.0
OSMR,serous secreting cell,Left posterior basal segmental bronchus,http://purl.org/sig/ont/fma/fma7508,http://purl.obolibrary.org/obo/CL_0000313,http://identifiers.org/hgnc/8507,hrapop,1.888383567,34.0,2.0
OSMR,serous secreting cell,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000313,http://identifiers.org/hgnc/8507,hrapop,1.888383567,34.0,2.0
OSMR,neuroendocrine cell,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000165,http://identifiers.org/hgnc/8507,hrapop,1.864029169,10.0,1.0
OSMR,respiratory basal cell,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0002633,http://identifiers.org/hgnc/8507,hrapop,1.605602801,8.0,2.0
OSMR,endocardial cell,heart,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0002350,http://identifiers.org/hgnc/8507,hrapop,1.605440468,28.0,2.0
OSMR,endothelial cell of lymphatic vessel,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/8507,hrapop,1.433304548,14.0,1.0
OSMR,endothelial cell of venule,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_1000414,http://identifiers.org/hgnc/8507,hrapop,1.320572376,12.0,1.0
OSMR,pulmonary alveolar epithelial cell,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000322,http://identifiers.org/hgnc/8507,hrapop,1.021545768,4.0,1.0
OSMR,endocardial cell,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,http://purl.obolibrary.org/obo/CL_0002350,http://identifiers.org/hgnc/8507,hrapop,0.9871239066,16.0,1.0
OSMR,pericyte,heart,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000669,http://identifiers.org/hgnc/8507,hrapop,0.6666531563,759.0,1.0
PADI2,CD141-positive myeloid dendritic cell,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0002394,http://identifiers.org/hgnc/18341,hrapop,3.038280487,2.0,1.0
PADI2,paneth cell of colon,large intestine,http://purl.obolibrary.org/obo/UBERON_0000059,http://purl.obolibrary.org/obo/CL_0009009,https://purl.org/ccf/ASCTB-TEMP_padi2,hrapop,2.64059299,5.0,1.0
PADI2,CD141-positive myeloid dendritic cell,blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0002394,http://identifiers.org/hgnc/18341,hrapop,2.238995552,4.0,2.0
PADI2,CD1c-positive myeloid dendritic cell,blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0002399,http://identifiers.org/hgnc/18341,hrapop,1.0,3.0,1.0
PADI2,enterocyte of epithelium of large intestine,large intestine,http://purl.obolibrary.org/obo/UBERON_0000059,http://purl.obolibrary.org/obo/CL_0002071,https://purl.org/ccf/ASCTB-TEMP_padi2,hrapop,0.4206414656,812.0,1.0
PADI4,intermediate monocyte,Diaphragmatic surface of spleen,http://purl.org/sig/ont/fma/fma15828,http://purl.obolibrary.org/obo/CL_0002393,https://purl.org/ccf/ASCTB-TEMP_padi4,hrapop,4.407261016,255.0,2.0
PADI4,intermediate monocyte,spleen,http://purl.obolibrary.org/obo/UBERON_0002106,http://purl.obolibrary.org/obo/CL_0002393,https://purl.org/ccf/ASCTB-TEMP_padi4,hrapop,3.948068916,680.0,6.0
PADI4,neutrophil,blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000775,https://purl.org/ccf/ASCTB-TEMP_padi4,hrapop,3.850728204,7.0,1.0
PADI4,neutrophil,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,http://purl.obolibrary.org/obo/CL_0000775,https://purl.org/ccf/ASCTB-TEMP_padi4,hrapop,3.381902833,9146.0,9.0
PADI4,neutrophil,liver,http://purl.obolibrary.org/obo/UBERON_0002107,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/18368,hrapop,2.048547268,78.0,2.0
PADI4,classical monocyte,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000860,http://identifiers.org/hgnc/18368,hrapop,2.016706467,8.0,1.0
PADI4,platelet,blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000233,http://identifiers.org/hgnc/18368,hrapop,1.55436492,4.0,2.0
PADI4,CD141-positive myeloid dendritic cell,blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0002394,http://identifiers.org/hgnc/18368,hrapop,1.0,2.0,1.0
PADI4,mast cell,heart,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/18368,hrapop,0.0,2.0,1.0
PAM,pancreatic PP cell,pancreas,http://purl.obolibrary.org/obo/UBERON_0001264,http://purl.obolibrary.org/obo/CL_0002275,http://identifiers.org/hgnc/8596,hrapop,4.917187691,135.0,4.0
PAM,B cell,Horizontal part of duodenum,http://purl.org/sig/ont/fma/fma14929,http://purl.obolibrary.org/obo/CL_0000236,https://purl.org/ccf/ASCTB-TEMP_pam,hrapop,4.281375838,2.0,1.0
PAM,B cell,Ascending part of duodenum,http://purl.org/sig/ont/fma/fma14930,http://purl.obolibrary.org/obo/CL_0000236,https://purl.org/ccf/ASCTB-TEMP_pam,hrapop,4.281375838,2.0,1.0
PAM,B cell,small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.obolibrary.org/obo/CL_0000236,https://purl.org/ccf/ASCTB-TEMP_pam,hrapop,4.281375838,2.0,1.0
PAM,cardiac pacemaker cell of sinoatrial node,heart,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_1000477,http://identifiers.org/hgnc/8596,hrapop,3.842786551,35.0,1.0
PAM,pancreatic PP cell,pancreas,http://purl.obolibrary.org/obo/UBERON_0001264,http://purl.obolibrary.org/obo/CL_0002275,https://purl.org/ccf/ASCTB-TEMP_pam,hrapop,3.643943453,20.0,2.0
PAM,fibroblast,large intestine,http://purl.obolibrary.org/obo/UBERON_0000059,http://purl.obolibrary.org/obo/CL_0000057,https://purl.org/ccf/ASCTB-TEMP_pam,hrapop,3.361673796,3.0,1.0
PAM,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",heart,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000792,http://identifiers.org/hgnc/8596,hrapop,3.272479534,2.0,1.0
PAM,metallothionein-positive alveolar macrophage,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_4033042,http://identifiers.org/hgnc/8596,hrapop,3.151772499,2.0,1.0
PAM,mature alpha-beta T cell,heart,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000791,http://identifiers.org/hgnc/8596,hrapop,3.094190598,2.0,1.0
PAM,"CD4-positive, alpha-beta T cell",transverse colon,http://purl.obolibrary.org/obo/UBERON_0001157,http://purl.obolibrary.org/obo/CL_0000624,https://purl.org/ccf/ASCTB-TEMP_pam,hrapop,3.069198515,9.0,1.0
PAM,"CD4-positive, alpha-beta T cell",large intestine,http://purl.obolibrary.org/obo/UBERON_0000059,http://purl.obolibrary.org/obo/CL_0000624,https://purl.org/ccf/ASCTB-TEMP_pam,hrapop,3.069198515,9.0,1.0
PAM,hematopoietic stem cell,Diaphragmatic surface of spleen,http://purl.org/sig/ont/fma/fma15828,http://purl.obolibrary.org/obo/CL_0000037,https://purl.org/ccf/ASCTB-TEMP_pam,hrapop,3.032694101,9.0,1.0
PAM,hematopoietic stem cell,spleen,http://purl.obolibrary.org/obo/UBERON_0002106,http://purl.obolibrary.org/obo/CL_0000037,https://purl.org/ccf/ASCTB-TEMP_pam,hrapop,3.032694101,9.0,1.0
PAM,plasma cell,Ascending part of duodenum,http://purl.org/sig/ont/fma/fma14930,http://purl.obolibrary.org/obo/CL_0000786,https://purl.org/ccf/ASCTB-TEMP_pam,hrapop,2.994772915,5.0,1.0
PAM,plasma cell,small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.obolibrary.org/obo/CL_0000786,https://purl.org/ccf/ASCTB-TEMP_pam,hrapop,2.994772915,5.0,1.0
PAM,plasma cell,Horizontal part of duodenum,http://purl.org/sig/ont/fma/fma14929,http://purl.obolibrary.org/obo/CL_0000786,https://purl.org/ccf/ASCTB-TEMP_pam,hrapop,2.994772915,5.0,1.0
PAM,type I NK T cell,Diaphragmatic surface of spleen,http://purl.org/sig/ont/fma/fma15828,http://purl.obolibrary.org/obo/CL_0000921,https://purl.org/ccf/ASCTB-TEMP_pam,hrapop,2.97745436,12.0,1.0
PAM,type I NK T cell,spleen,http://purl.obolibrary.org/obo/UBERON_0002106,http://purl.obolibrary.org/obo/CL_0000921,https://purl.org/ccf/ASCTB-TEMP_pam,hrapop,2.97745436,12.0,1.0
PAM,tracheobronchial goblet cell,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0019003,http://identifiers.org/hgnc/8596,hrapop,2.976021767,3.0,1.0
PAM,mesothelial cell,heart,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000077,http://identifiers.org/hgnc/8596,hrapop,2.944077492,5.0,1.0
PAM,epithelial cell of large intestine,large intestine,http://purl.obolibrary.org/obo/UBERON_0000059,http://purl.obolibrary.org/obo/CL_0002253,https://purl.org/ccf/ASCTB-TEMP_pam,hrapop,2.850321899,11.0,1.0
PAM,neutrophil,small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.obolibrary.org/obo/CL_0000775,https://purl.org/ccf/ASCTB-TEMP_pam,hrapop,2.812059251,2.0,1.0
PAM,"CD8-positive, alpha-beta cytotoxic T cell",heart,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000794,http://identifiers.org/hgnc/8596,hrapop,2.738223314,9.0,2.0
PAM,airway submucosal gland collecting duct epithelial cell,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_4033023,http://identifiers.org/hgnc/8596,hrapop,2.663976192,4.0,2.0
PAM,cycling macrophage,heart,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_4033076,http://identifiers.org/hgnc/8596,hrapop,2.585373402,6.0,1.0
PAM,"CD8-positive, alpha-beta T cell",heart,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000625,http://identifiers.org/hgnc/8596,hrapop,2.526506662,5.0,1.0
PAM,pulmonary ionocyte,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0017000,http://identifiers.org/hgnc/8596,hrapop,2.412110806,2.0,1.0
PAM,pericyte,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000669,http://identifiers.org/hgnc/8596,hrapop,2.38132,3.0,1.0
PAM,endocardial cell,heart,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0002350,http://identifiers.org/hgnc/8596,hrapop,2.351027012,4.0,1.0
PAM,myofibroblast cell,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000186,http://identifiers.org/hgnc/8596,hrapop,2.257307768,5.0,1.0
PAM,pulmonary alveolar epithelial cell,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000322,http://identifiers.org/hgnc/8596,hrapop,2.21663636,9.0,2.0
PAM,CCL3-positive alveolar macrophage,Left posterior basal segmental bronchus,http://purl.org/sig/ont/fma/fma7508,http://purl.obolibrary.org/obo/CL_4033041,http://identifiers.org/hgnc/8596,hrapop,2.139086127,57.0,3.0
PAM,CCL3-positive alveolar macrophage,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_4033041,http://identifiers.org/hgnc/8596,hrapop,2.139086127,57.0,3.0
PAM,CD4-positive helper T cell,heart,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000492,http://identifiers.org/hgnc/8596,hrapop,2.064000607,8.0,1.0
PAM,"CD16-negative, CD56-bright natural killer cell, human",heart,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000938,http://identifiers.org/hgnc/8596,hrapop,2.062050343,7.0,1.0
PAM,endothelial cell of venule,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_1000414,http://identifiers.org/hgnc/8596,hrapop,1.927463174,4.0,1.0
PAM,kidney cortex collecting duct principal cell,kidney,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1000714,http://identifiers.org/hgnc/8596,hrapop,1.868053436,8.0,1.0
PAM,CD141-positive myeloid dendritic cell,Right posterior basal bronchopulmonary segment,http://purl.org/sig/ont/fma/fma7362,http://purl.obolibrary.org/obo/CL_0002394,http://identifiers.org/hgnc/8596,hrapop,1.800708771,8.0,1.0
PAM,CD141-positive myeloid dendritic cell,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0002394,http://identifiers.org/hgnc/8596,hrapop,1.800708771,8.0,1.0
PAM,endothelial cell,hippocampal formation,http://purl.obolibrary.org/obo/UBERON_0002421,http://purl.obolibrary.org/obo/CL_0000115,http://identifiers.org/hgnc/8596,hrapop,1.750594854,5.0,1.0
PAM,neuroendocrine cell,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000165,http://identifiers.org/hgnc/8596,hrapop,1.735556066,11.0,2.0
PAM,pulmonary alveolar type 2 cell,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0002063,http://identifiers.org/hgnc/8596,hrapop,1.734681447,13.0,2.0
PAM,T-helper 2 cell,heart,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000546,http://identifiers.org/hgnc/8596,hrapop,1.685312271,11.0,1.0
PAM,pulmonary alveolar type 1 cell,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0002062,http://identifiers.org/hgnc/8596,hrapop,1.638557911,21.0,1.0
PAM,bronchial goblet cell,Left posterior basal segmental bronchus,http://purl.org/sig/ont/fma/fma7508,http://purl.obolibrary.org/obo/CL_1000312,http://identifiers.org/hgnc/8596,hrapop,1.505028725,907.0,6.0
PAM,bronchial goblet cell,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_1000312,http://identifiers.org/hgnc/8596,hrapop,1.460970742,935.0,7.0
PAM,mature NK T cell,spleen,http://purl.obolibrary.org/obo/UBERON_0002106,http://purl.obolibrary.org/obo/CL_0000814,https://purl.org/ccf/ASCTB-TEMP_pam,hrapop,1.390733837,39.0,1.0
PAM,neutrophil,liver,http://purl.obolibrary.org/obo/UBERON_0002107,http://purl.obolibrary.org/obo/CL_0000775,https://purl.org/ccf/ASCTB-TEMP_pam,hrapop,1.17124993,15.0,1.0
PAM,podocyte,kidney,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/8596,hrapop,0.9670600891,3.0,1.0
PAM,vein endothelial cell of respiratory system,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_4033008,http://identifiers.org/hgnc/8596,hrapop,0.9574604034,3.0,1.0
PAM,monocyte-derived dendritic cell,kidney,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0011031,http://identifiers.org/hgnc/8596,hrapop,0.1724137962,116.0,4.0
PAM,monocyte-derived dendritic cell,outer cortex of kidney,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0011031,http://identifiers.org/hgnc/8596,hrapop,0.1724137962,116.0,4.0
PAX5,transitional stage B cell,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,http://purl.obolibrary.org/obo/CL_0000818,http://identifiers.org/hgnc/8619,hrapop,5.800224781,35.0,1.0
PAX5,B cell,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/8619,hrapop,4.045288565,663.0,19.0
PAX5,B cell,Left posterior basal segmental bronchus,http://purl.org/sig/ont/fma/fma7508,http://purl.obolibrary.org/obo/CL_0000236,https://purl.org/ccf/ASCTB-TEMP_pax5,hrapop,3.774325121,23.0,5.0
PAX5,B cell,Superior lingular bronchopulmonary segment,http://purl.org/sig/ont/fma/fma7374,http://purl.obolibrary.org/obo/CL_0000236,https://purl.org/ccf/ASCTB-TEMP_pax5,hrapop,3.505361416,58.0,1.0
PAX5,B cell,Lateral bronchopulmonary segment,http://purl.org/sig/ont/fma/fma7361,http://purl.obolibrary.org/obo/CL_0000236,https://purl.org/ccf/ASCTB-TEMP_pax5,hrapop,3.452288393,20.0,2.0
PAX5,B cell,Left posterior basal segmental bronchus,http://purl.org/sig/ont/fma/fma7508,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/8619,hrapop,3.393939336,15.0,3.0
PAX5,B cell,Descending part of duodenum,http://purl.org/sig/ont/fma/fma14928,http://purl.obolibrary.org/obo/CL_0000236,https://purl.org/ccf/ASCTB-TEMP_pax5,hrapop,3.324648479,7.0,1.0
PAX5,B cell,small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.obolibrary.org/obo/CL_0000236,https://purl.org/ccf/ASCTB-TEMP_pax5,hrapop,3.28034815,93.0,2.0
PAX5,B cell,Distal part of ileum,http://purl.org/sig/ont/fma/fma14966,http://purl.obolibrary.org/obo/CL_0000236,https://purl.org/ccf/ASCTB-TEMP_pax5,hrapop,3.236047821,86.0,1.0
PAX5,B cell,right cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002078,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/8619,hrapop,2.764997482,2.0,1.0
PAX5,B cell,Right anterior bronchopulmonary segment,http://purl.org/sig/ont/fma/fma7359,http://purl.obolibrary.org/obo/CL_0000236,https://purl.org/ccf/ASCTB-TEMP_pax5,hrapop,2.666381435,35.0,1.0
PAX5,B cell,heart,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/8619,hrapop,2.643269424,8024.0,13.0
PAX5,B cell,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000236,https://purl.org/ccf/ASCTB-TEMP_pax5,hrapop,2.611699143,2122.0,59.0
PAX5,B cell,Lateral segmental bronchus,http://purl.org/sig/ont/fma/fma7402,http://purl.obolibrary.org/obo/CL_0000236,https://purl.org/ccf/ASCTB-TEMP_pax5,hrapop,2.590456489,41.0,3.0
PAX5,B cell,Cartilage of segmental bronchus,http://purl.org/sig/ont/fma/fma62662,http://purl.obolibrary.org/obo/CL_0000236,https://purl.org/ccf/ASCTB-TEMP_pax5,hrapop,2.590456489,41.0,3.0
PAX5,"CD4-positive, alpha-beta T cell",lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000624,http://identifiers.org/hgnc/8619,hrapop,2.529890776,2.0,1.0
PAX5,naive B cell,blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000788,http://identifiers.org/hgnc/8619,hrapop,2.44085271,732.0,7.0
PAX5,memory B cell,spleen,http://purl.obolibrary.org/obo/UBERON_0002106,http://purl.obolibrary.org/obo/CL_0000787,https://purl.org/ccf/ASCTB-TEMP_pax5,hrapop,2.297016027,2748.0,4.0
PAX5,naive B cell,spleen,http://purl.obolibrary.org/obo/UBERON_0002106,http://purl.obolibrary.org/obo/CL_0000788,https://purl.org/ccf/ASCTB-TEMP_pax5,hrapop,2.187494863,2340.0,7.0
PAX5,naive B cell,blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000788,https://purl.org/ccf/ASCTB-TEMP_pax5,hrapop,2.04430496,1279.0,12.0
PAX5,memory B cell,blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000787,https://purl.org/ccf/ASCTB-TEMP_pax5,hrapop,1.97108502,870.0,4.0
PAX5,B cell,liver,http://purl.obolibrary.org/obo/UBERON_0002107,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/8619,hrapop,1.922456533,171.0,4.0
PAX5,memory B cell,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,http://purl.obolibrary.org/obo/CL_0000787,http://identifiers.org/hgnc/8619,hrapop,1.810572863,66.0,1.0
PAX5,B cell,Gastric impression of liver,http://purl.org/sig/ont/fma/fma14487,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/8619,hrapop,1.670515418,54.0,1.0
PAX5,B cell,capsule of liver,http://purl.obolibrary.org/obo/UBERON_0016479,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/8619,hrapop,1.670515418,54.0,1.0
PAX5,B cell,Diaphragmatic surface of liver,http://purl.org/sig/ont/fma/fma15729,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/8619,hrapop,1.670515418,54.0,1.0
PAX5,B cell,Lateral bronchopulmonary segment,http://purl.org/sig/ont/fma/fma7361,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/8619,hrapop,1.666514039,14.0,1.0
PAX5,B cell,Right posterior basal bronchopulmonary segment,http://purl.org/sig/ont/fma/fma7362,http://purl.obolibrary.org/obo/CL_0000236,https://purl.org/ccf/ASCTB-TEMP_pax5,hrapop,1.618939398,10.0,1.0
PAX5,B cell,Medial bronchopulmonary segment,http://purl.org/sig/ont/fma/fma7360,http://purl.obolibrary.org/obo/CL_0000236,https://purl.org/ccf/ASCTB-TEMP_pax5,hrapop,1.380682552,164.0,5.0
PAX5,B cell,Superior lingular bronchopulmonary segment,http://purl.org/sig/ont/fma/fma7374,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/8619,hrapop,1.332825184,89.0,1.0
PAX5,B cell,kidney,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/8619,hrapop,1.294560003,273.0,5.0
PAX5,B cell,pancreas,http://purl.obolibrary.org/obo/UBERON_0001264,http://purl.obolibrary.org/obo/CL_0000236,https://purl.org/ccf/ASCTB-TEMP_pax5,hrapop,1.050097239,501.0,1.0
PAX5,"effector CD8-positive, alpha-beta T cell",lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0001050,https://purl.org/ccf/ASCTB-TEMP_pax5,hrapop,0.9625174766,101.0,2.0
PAX5,memory B cell,blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000787,http://identifiers.org/hgnc/8619,hrapop,0.9162393411,30.0,3.0
PAX5,B cell,Medial bronchopulmonary segment,http://purl.org/sig/ont/fma/fma7360,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/8619,hrapop,0.8809524179,42.0,1.0
PAX5,T cell,blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000084,https://purl.org/ccf/ASCTB-TEMP_pax5,hrapop,0.8057755448,5.0,1.0
PAX5,transitional stage B cell,blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000818,http://identifiers.org/hgnc/8619,hrapop,0.777934283,84.0,4.0
PAX5,B cell,right ureter,http://purl.obolibrary.org/obo/UBERON_0001222,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/8619,hrapop,0.75,24.0,2.0
PAX5,plasma cell,kidney,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/8619,hrapop,0.5,4.0,2.0
