source,dataset,organ,as,as_iri,age,sex,bmi,tool,cell_type,cell_type_label,cell_type_count,cell_type_percentage,biomarker_label,mean_expression_value
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D7$left%20cardiac%20atrium,heart,left cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002079,65,Male,20,celltypist,CL:0000136,Adip1,52,9.63E-03,MGST1,2.371725
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D7$left%20cardiac%20atrium,heart,left cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002079,65,Male,20,celltypist,CL:0000136,Adip1,52,9.63E-03,PPARG,2.903044
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D7$left%20cardiac%20atrium,heart,left cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002079,65,Male,20,celltypist,CL:0000136,Adip1,52,9.63E-03,ACSL1,2.132415
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D7$left%20cardiac%20atrium,heart,left cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002079,65,Male,20,celltypist,CL:0000136,Adip1,52,9.63E-03,AQP7,2.27493
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D7$left%20cardiac%20atrium,heart,left cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002079,65,Male,20,celltypist,CL:0000136,Adip1,52,9.63E-03,EBF1,3.069441
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D7$left%20cardiac%20atrium,heart,left cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002079,65,Male,20,celltypist,CL:0000136,Adip1,52,9.63E-03,DLC1,2.981509
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D7$left%20cardiac%20atrium,heart,left cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002079,65,Male,20,celltypist,CL:0000136,Adip1,52,9.63E-03,PDE3B,2.667382
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H2$left%20cardiac%20atrium,heart,left cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002079,50,Male,20,celltypist,CL:0000136,Adip1,129,4.10E-02,MGST1,2.295897
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D3$right%20cardiac%20atrium,heart,right cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002078,55,Male,25,celltypist,CL:0000136,Adip3,48,7.46E-03,LINC02240,1.987638
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D3$right%20cardiac%20atrium,heart,right cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002078,55,Male,25,celltypist,CL:0000136,Adip3,48,7.46E-03,GPAM,3.117241
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D3$right%20cardiac%20atrium,heart,right cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002078,55,Male,25,celltypist,CL:0000136,Adip3,48,7.46E-03,TENM3,2.483326
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D3$right%20cardiac%20atrium,heart,right cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002078,55,Male,25,celltypist,CL:0000136,Adip3,48,7.46E-03,HOOK2,1.995754
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D3$right%20cardiac%20atrium,heart,right cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002078,55,Male,25,celltypist,CL:0000136,Adip3,48,7.46E-03,NEAT1,4.947849
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D3$right%20cardiac%20atrium,heart,right cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002078,55,Male,25,celltypist,CL:0000136,Adip3,48,7.46E-03,SOX5,2.417614
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$heart%20left%20ventricle,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,70,Female,25,azimuth,CL:0000136,Adipocyte,16,3.69E-03,FOXO1,1.551897
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$heart%20left%20ventricle,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,70,Female,25,azimuth,CL:0000136,Adipocyte,16,3.69E-03,EBF1,1.723724
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$heart%20left%20ventricle,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,70,Female,25,azimuth,CL:0000136,Adipocyte,16,3.69E-03,KCNIP2-AS1,1.564497
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$heart%20left%20ventricle,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,70,Female,25,azimuth,CL:0000136,Adipocyte,16,3.69E-03,ADIPOQ,1.265768
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$left%20cardiac%20atrium,heart,left cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002079,60,Male,25,celltypist,CL:0000136,Adip1,272,3.20E-02,SCD,3.214279
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$left%20cardiac%20atrium,heart,left cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002079,60,Male,25,celltypist,CL:0000136,Adip1,272,3.20E-02,FASN,3.065037
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$left%20cardiac%20atrium,heart,left cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002079,60,Male,25,celltypist,CL:0000136,Adip1,272,3.20E-02,MGST1,3.002946
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$left%20cardiac%20atrium,heart,left cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002079,60,Male,25,celltypist,CL:0000136,Adip1,272,3.20E-02,ACACB,3.204268
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$left%20cardiac%20atrium,heart,left cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002079,60,Male,25,celltypist,CL:0000136,Adip1,272,3.20E-02,NEAT1,5.022511
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D7$apex%20of%20heart,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,65,Male,20,celltypist,CL:0000136,Adip1,3,4.24E-04,PHLDB1,2.452453
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D7$apex%20of%20heart,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,65,Male,20,celltypist,CL:0000136,Adip1,3,4.24E-04,LPL,2.773721
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D7$apex%20of%20heart,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,65,Male,20,celltypist,CL:0000136,Adip1,3,4.24E-04,AHNAK,2.106422
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$left%20cardiac%20atrium,heart,left cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002079,50,Female,20,celltypist,CL:0000136,Adip1,6,5.62E-03,ITSN1,2.645882
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$left%20cardiac%20atrium,heart,left cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002079,50,Female,20,celltypist,CL:0000136,Adip1,6,5.62E-03,FASN,2.325046
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$left%20cardiac%20atrium,heart,left cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002079,50,Female,20,celltypist,CL:0000136,Adip1,6,5.62E-03,ACACB,3.432096
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$interventricular%20septum,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,70,Female,25,azimuth,CL:0000136,Adipocyte,3,6.20E-04,PLIN1,1.272564
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$interventricular%20septum,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,70,Female,25,azimuth,CL:0000136,Adipocyte,3,6.20E-04,PLIN1,1.272564
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$interventricular%20septum,heart,Posteromedial head of posterior papillary muscle of left ventricle,http://purl.org/sig/ont/fma/fma7267,70,Female,25,azimuth,CL:0000136,Adipocyte,3,6.20E-04,PLIN1,1.272564
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$interventricular%20septum,heart,interventricular septum,http://purl.obolibrary.org/obo/UBERON_0002094,70,Female,25,azimuth,CL:0000136,Adipocyte,3,6.20E-04,UBE2K,0.8015553
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$interventricular%20septum,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,70,Female,25,azimuth,CL:0000136,Adipocyte,3,6.20E-04,UBE2K,0.8015553
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$interventricular%20septum,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,70,Female,25,azimuth,CL:0000136,Adipocyte,3,6.20E-04,UBE2K,0.8015553
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$interventricular%20septum,heart,Posteromedial head of posterior papillary muscle of left ventricle,http://purl.org/sig/ont/fma/fma7267,70,Female,25,azimuth,CL:0000136,Adipocyte,3,6.20E-04,UBE2K,0.8015553
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$interventricular%20septum,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,70,Female,25,azimuth,CL:0000136,Adipocyte,3,6.20E-04,PNPLA2,0.8015553
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$interventricular%20septum,heart,interventricular septum,http://purl.obolibrary.org/obo/UBERON_0002094,70,Female,25,azimuth,CL:0000136,Adipocyte,3,6.20E-04,PNPLA2,0.8015553
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$interventricular%20septum,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,70,Female,25,azimuth,CL:0000136,Adipocyte,3,6.20E-04,PNPLA2,0.8015553
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$interventricular%20septum,heart,Posteromedial head of posterior papillary muscle of left ventricle,http://purl.org/sig/ont/fma/fma7267,70,Female,25,azimuth,CL:0000136,Adipocyte,3,6.20E-04,PNPLA2,0.8015553
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$interventricular%20septum,heart,interventricular septum,http://purl.obolibrary.org/obo/UBERON_0002094,70,Female,25,azimuth,CL:0000136,Adipocyte,3,6.20E-04,PLIN1,1.272564
HuBMAP,https://entity.api.hubmapconsortium.org/entities/d6e6c8e452ed628425e9e928306a6db0,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,45,Male,33.1,azimuth,CL:0000136,Adipocyte,178,2.95E-03,ACACB,0.07865168
HuBMAP,https://entity.api.hubmapconsortium.org/entities/d6e6c8e452ed628425e9e928306a6db0,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,45,Male,33.1,azimuth,CL:0000136,Adipocyte,178,2.95E-03,ACACB,0.07865168
HuBMAP,https://entity.api.hubmapconsortium.org/entities/d6e6c8e452ed628425e9e928306a6db0,heart,interventricular septum,http://purl.obolibrary.org/obo/UBERON_0002094,45,Male,33.1,azimuth,CL:0000136,Adipocyte,178,2.95E-03,ACACB,0.07865168
HuBMAP,https://entity.api.hubmapconsortium.org/entities/d6e6c8e452ed628425e9e928306a6db0,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,45,Male,33.1,celltypist,CL:0000136,Adip1,28,4.64E-04,ENSG00000278996.1,4.60076
HuBMAP,https://entity.api.hubmapconsortium.org/entities/d6e6c8e452ed628425e9e928306a6db0,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,45,Male,33.1,celltypist,CL:0000136,Adip1,28,4.64E-04,ENSG00000278996.1,4.60076
HuBMAP,https://entity.api.hubmapconsortium.org/entities/d6e6c8e452ed628425e9e928306a6db0,heart,interventricular septum,http://purl.obolibrary.org/obo/UBERON_0002094,45,Male,33.1,celltypist,CL:0000136,Adip1,28,4.64E-04,ENSG00000278996.1,4.60076
HuBMAP,https://entity.api.hubmapconsortium.org/entities/d6e6c8e452ed628425e9e928306a6db0,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,45,Male,33.1,azimuth,CL:0000136,Adipocyte,178,2.95E-03,TMEM132C,0.03932584
HuBMAP,https://entity.api.hubmapconsortium.org/entities/d6e6c8e452ed628425e9e928306a6db0,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,45,Male,33.1,azimuth,CL:0000136,Adipocyte,178,2.95E-03,TMEM132C,0.03932584
HuBMAP,https://entity.api.hubmapconsortium.org/entities/d6e6c8e452ed628425e9e928306a6db0,heart,interventricular septum,http://purl.obolibrary.org/obo/UBERON_0002094,45,Male,33.1,azimuth,CL:0000136,Adipocyte,178,2.95E-03,TMEM132C,0.03932584
HuBMAP,https://entity.api.hubmapconsortium.org/entities/d6e6c8e452ed628425e9e928306a6db0,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,45,Male,33.1,azimuth,CL:0000136,Adipocyte,178,2.95E-03,PPARG,0.08988765
HuBMAP,https://entity.api.hubmapconsortium.org/entities/d6e6c8e452ed628425e9e928306a6db0,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,45,Male,33.1,azimuth,CL:0000136,Adipocyte,178,2.95E-03,PPARG,0.08988765
HuBMAP,https://entity.api.hubmapconsortium.org/entities/d6e6c8e452ed628425e9e928306a6db0,heart,interventricular septum,http://purl.obolibrary.org/obo/UBERON_0002094,45,Male,33.1,azimuth,CL:0000136,Adipocyte,178,2.95E-03,PPARG,0.08988765
HuBMAP,https://entity.api.hubmapconsortium.org/entities/d6e6c8e452ed628425e9e928306a6db0,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,45,Male,33.1,azimuth,CL:0000136,Adipocyte,178,2.95E-03,PPP2R1B,0.05337079
HuBMAP,https://entity.api.hubmapconsortium.org/entities/d6e6c8e452ed628425e9e928306a6db0,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,45,Male,33.1,azimuth,CL:0000136,Adipocyte,178,2.95E-03,PPP2R1B,0.05337079
HuBMAP,https://entity.api.hubmapconsortium.org/entities/d6e6c8e452ed628425e9e928306a6db0,heart,interventricular septum,http://purl.obolibrary.org/obo/UBERON_0002094,45,Male,33.1,azimuth,CL:0000136,Adipocyte,178,2.95E-03,PPP2R1B,0.05337079
HuBMAP,https://entity.api.hubmapconsortium.org/entities/d6e6c8e452ed628425e9e928306a6db0,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,45,Male,33.1,azimuth,CL:0000136,Adipocyte,178,2.95E-03,GHR,0.07022472
HuBMAP,https://entity.api.hubmapconsortium.org/entities/d6e6c8e452ed628425e9e928306a6db0,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,45,Male,33.1,azimuth,CL:0000136,Adipocyte,178,2.95E-03,GHR,0.07022472
HuBMAP,https://entity.api.hubmapconsortium.org/entities/d6e6c8e452ed628425e9e928306a6db0,heart,interventricular septum,http://purl.obolibrary.org/obo/UBERON_0002094,45,Male,33.1,azimuth,CL:0000136,Adipocyte,178,2.95E-03,GHR,0.07022472
HuBMAP,https://entity.api.hubmapconsortium.org/entities/d6e6c8e452ed628425e9e928306a6db0,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,45,Male,33.1,celltypist,CL:0000136,Adip1,28,4.64E-04,DLC1,1.610415
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$heart%20right%20ventricle,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,70,Female,25,celltypist,CL:0000136,Adip1,44,8.01E-03,SOX5,2.791389
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$heart%20right%20ventricle,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,70,Female,25,celltypist,CL:0000136,Adip1,44,8.01E-03,PPARG,2.483779
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$heart%20right%20ventricle,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,70,Female,25,celltypist,CL:0000136,Adip1,44,8.01E-03,LINC02240,2.217984
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$heart%20right%20ventricle,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,70,Female,25,celltypist,CL:0000136,Adip1,44,8.01E-03,FABP4,2.348486
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$heart%20right%20ventricle,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,70,Female,25,celltypist,CL:0000136,Adip1,44,8.01E-03,MGST1,2.66391
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$heart%20right%20ventricle,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,70,Female,25,celltypist,CL:0000136,Adip1,44,8.01E-03,GPAM,2.732315
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$heart%20right%20ventricle,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,70,Female,25,celltypist,CL:0000136,Adip1,44,8.01E-03,PDE3B,2.292526
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$heart%20right%20ventricle,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,70,Female,25,celltypist,CL:0000136,Adip1,44,8.01E-03,EBF1,2.882467
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$heart%20right%20ventricle,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,70,Female,25,celltypist,CL:0000136,Adip1,44,8.01E-03,FOXO1,2.520481
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$heart%20right%20ventricle,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,70,Female,25,azimuth,CL:0000136,Adipocyte,38,6.92E-03,MGST1,1.614295
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$heart%20right%20ventricle,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,70,Female,25,celltypist,CL:0000136,Adip1,44,8.01E-03,ACACB,2.867583
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$heart%20right%20ventricle,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,70,Female,25,azimuth,CL:0000136,Adipocyte,38,6.92E-03,PPARG,1.493015
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D5$heart%20right%20ventricle,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,65,Female,30,azimuth,CL:0000136,Adipocyte,5,1.17E-03,MYCBP2,1.079067
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D5$heart%20right%20ventricle,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,65,Female,30,azimuth,CL:0000136,Adipocyte,5,1.17E-03,EHBP1,0.7022083
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D5$heart%20right%20ventricle,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,65,Female,30,azimuth,CL:0000136,Adipocyte,5,1.17E-03,SOX5,1.874308
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$heart%20left%20ventricle,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,65,Male,30,celltypist,CL:0000136,Adip2,10,8.01E-04,IGFBP7,3.096951
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H2$heart%20left%20ventricle,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,50,Male,20,azimuth,CL:0000136,Adipocyte,8,1.21E-03,AGBL4,1.110019
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$left%20cardiac%20atrium,heart,left cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002079,70,Female,25,azimuth,CL:0000136,Adipocyte,70,1.37E-02,SOX5,1.901627
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$interventricular%20septum,heart,interventricular septum,http://purl.obolibrary.org/obo/UBERON_0002094,65,Male,30,celltypist,CL:0000136,Adip2,2,1.65E-04,RNF180,2.193923
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$interventricular%20septum,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,65,Male,30,celltypist,CL:0000136,Adip2,2,1.65E-04,RNF180,2.193923
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$interventricular%20septum,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,65,Male,30,celltypist,CL:0000136,Adip2,2,1.65E-04,RNF180,2.193923
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$interventricular%20septum,heart,interventricular septum,http://purl.obolibrary.org/obo/UBERON_0002094,65,Male,30,celltypist,CL:0000136,Adip2,2,1.65E-04,RDH10-AS1,2.193923
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$interventricular%20septum,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,65,Male,30,celltypist,CL:0000136,Adip2,2,1.65E-04,RDH10-AS1,2.193923
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$interventricular%20septum,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,65,Male,30,celltypist,CL:0000136,Adip2,2,1.65E-04,RDH10-AS1,2.193923
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$interventricular%20septum,heart,interventricular septum,http://purl.obolibrary.org/obo/UBERON_0002094,65,Male,30,celltypist,CL:0000136,Adip2,2,1.65E-04,PPP4R1,2.193923
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$interventricular%20septum,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,65,Male,30,celltypist,CL:0000136,Adip2,2,1.65E-04,PPP4R1,2.193923
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$interventricular%20septum,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,65,Male,30,celltypist,CL:0000136,Adip2,2,1.65E-04,PPP4R1,2.193923
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$interventricular%20septum,heart,interventricular septum,http://purl.obolibrary.org/obo/UBERON_0002094,65,Male,30,celltypist,CL:0000136,Adip2,2,1.65E-04,CFAP77,2.193923
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$interventricular%20septum,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,65,Male,30,celltypist,CL:0000136,Adip2,2,1.65E-04,CFAP77,2.193923
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$interventricular%20septum,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,65,Male,30,celltypist,CL:0000136,Adip2,2,1.65E-04,CFAP77,2.193923
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$interventricular%20septum,heart,interventricular septum,http://purl.obolibrary.org/obo/UBERON_0002094,65,Male,30,celltypist,CL:0000136,Adip2,2,1.65E-04,KCMF1,2.193923
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$interventricular%20septum,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,65,Male,30,celltypist,CL:0000136,Adip2,2,1.65E-04,KCMF1,2.193923
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$interventricular%20septum,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,65,Male,30,celltypist,CL:0000136,Adip2,2,1.65E-04,KCMF1,2.193923
